draft_num,draft_year,report,word_count,A,G,GP,PIM,Pts,draft_team,junior_team,name,pos,round_num,clas
151,2018,Member of Belarus' World Junuior U-20 team.,7,0,0,0,0,0,Nashville,Calgary Hitmen [WHL],Vladislav_Yeryomenko,D,5,False
155,2018,Hard working 200 foot energy wing who can score from around the net. Plays on both penalty kill and power play.  Skates very well and has deceptive a burst. Is good when he doesn't have the puck. Strong forechecker and a good set up man on the zone entry. His size drops him back in the pack.,57,0,0,0,0,0,Minnesota,Saginaw Spirit [OHL],Damien_Giroux,C,5,False
148,2018,Second year eligible offensive defender who has lingered as a Swedish junior league player because he is a work in progress in his own end.,25,0,0,0,0,0,Minnesota,Djurgarden-2 (Sweden Jrs.),Simon_Johansson,D,5,False
149,2018,Six foot Czech import defenseman who is still learning the North American game. Has good vision and good puck moving ability and good touch on his passes. Good outlet passer on transitions who can thread the needle on the home run blue line pass or short saucers to his closer teammates.  Usually makes the correct  pass coming out and also is a willing carrier up ice. Needs to improve his quickness/reaction times when bad things happen. Loses pucks or erant passes against speedsters/forecheckers. Will need to be quicker in his decision making as he climbs the ladder to higher competition levels.,101,0,0,0,0,0,Toronto,Spokane Chiefs [WHL],Filip_Kral,D,5,False
142,2018,Committed to Providence.,3,0,0,0,0,0,Arizona,Youngstown Phantoms [USHL],Mike_Callahan,D,5,False
150,2018,Good offensive skills but his defensive end is a work in progress.,12,0,0,0,0,0,Winnipeg,Peterborough Petes [OHL],Declan_Chisholm,D,5,False
144,2018,Commited to St. Cloud State University.,6,0,0,0,0,0,Los Angeles,St. Cloud State [NCHC],David_Hrenak,G,5,False
137,2018,"Well rounded player who is simply a lightweight and doesn't have high-end attributes that helps him gain an upper hand. He had a good junior playoff, but lots of developing must happen to become a solid pro player.",38,0,0,0,0,0,Dallas,Kitchener Rangers [OHL],Riley_Damiani,C,5,False
139,2018,Committed to Providence College.,4,0,0,0,0,0,Chicago,Muskegon Lumberjacks [USHL],Mikael_Hakkarainen,C,5,False
131,2018,Committed to the University of Notre Dame.,7,0,0,0,0,0,Nashville,U.S. National Under-18 Team [USHL],Spencer_Stastney,D,5,False
130,2018,"Small framed defender who is a solid teammate, leader, and plays a smart, responsible game in all phases on the ice.",21,0,0,0,0,0,Vancouver,Leki-2 (Finland Jrs.),Toni_Utunen,D,5,False
128,2018,"Undersized compact prospect from an athletic family. Never stops impressing upon his observers that he plays 200 feet the entire night without letting up. Displays a really nice first step and terrific edge control. That allows him to patiently slip into seams, stop start on a dime, skate to passes, and surprise in the scoring areas. Not the fastest skater, but has a good pace every shift. Really good shooter on the move, and very good at handling the puck in small spaces. High energy motor, diagnoses, and with his compact stride - catches teams whether he shoots or makes pass that they don’t expect. His recognition of where his linemates will be and his slippery demeanor make every pound difficult to contend with.",124,0,0,0,0,0,Montreal,Prince Albert Raiders [WHL],Cole_Fonstad,C,5,False
129,2018,One of the better second year eligibles is a heavy traffic area scorer-checker with improved offensive skills by adding strength to his stride and and an extra step. Displays the developing characteristics that propel mid-rounders to becoming solid NHL contributors.,40,0,0,0,0,0,Pittsburgh,Moose Jaw Warriors [WHL],Justin_Almeida,C,5,False
134,2018,"Big centre-forward from the USA developmental program with a high skill set. Displays good vision and can go around defenders turning the corner to the slot area. Probably is more suited as a winger, utilizing his quickness and strength. Has shown some jam down low in the scoring areas but needs to be more competitive and aggressively get pucks on the forecheck. Looks like a future left wing as he progresses and adds intensity and defensive awareness.",77,0,0,0,0,0,NY Islanders,Saginaw Spirit [OHL],Blade_Jenkins,L,5,False
124,2018,"Second year eligible developing right handed defender. Needs time and college will bring that. Really good power play player, and can QB with the best of them. Will get up and go with the puck on breakouts and although in need of refinement in his end, has a good positioning and decision making in his own end. Committed to Harvard University.",61,0,0,0,0,0,Washington,Lone Star Brahmas [NAHL],Mitchell_Gibson,G,4,False
127,2018,"Was  switched back over to his natural right side after starting the year on the left side. Made strides in his play, confidence, in the playoff, and increased physicality. Started to show offensive upside and taking the puck down low to shoot more.",43,0,0,0,0,0,Philadelphia,Everett Silvertips [WHL],Wyatte_Wylie,D,5,False
126,2018,Whirling dervish with great feet and compete level. Committed to the University of New Hampshire.,15,0,0,0,0,0,Ottawa,Langley Rivermen [BCHL],Angus_Crookshank,L,5,False
123,2018,Committed to the University of Wisconsin.,6,0,0,0,0,0,Montreal,West Salem (Wisc. H.S.),Jack_Gorniak,L,4,False
122,2018,"Speedy centre-forward with a terrific first step, good stick, and puck handling prowess. It is difficult to move him off the puck when he is working down low. A dynamic tracking force on offense and aggressive forechecker who unearths pucks. Was slowed by ankle injury he incurred at the World Junior U-20. His downside is he isn’t interested in hard battles for pucks on the wall or traffic. He isn’t timid, just leery.",73,0,0,0,0,0,Calgary,Vancouver Giants [WHL],Milos_Roman,C,4,False
120,2018,"Smart slick puck-handling centre with decent speed and East-West lateral agility. High hockey IQ and creative instincts as a passer. Sees and anticipates developing plays. Far from ready to be considered NHL worthy, as he has zero interest in getting dirty in physical games. But you cannot argue that he isn't a fine playmaker despite his lack of any grittiness or edge at this juncture.  Needs plenty of work in the face-off circle, but I can see him as winger in his present playing style.",85,0,0,0,0,0,Chicago,Quebec Remparts [QMJHL],Philipp_Kurashev,C,4,False
119,2018,Has a decent all-around game but has flat-lined after a strong 2016-17 rookie campaign in the USHL. High skill set and good feet. Offensive savvy but didn't seem to progress and hold onto the dominant/dynamic evaluations expected. Dual US-Canada citizenship. Committed to Yale University.,44,0,0,0,0,0,Boston,Youngstown Phantoms [USHL],Curtis_Hall,C,4,False
118,2018,"Small, thin, puck-moving defender.",4,0,0,0,0,0,Toronto,Soo Greyhounds [OHL],Mac_Hollowell,D,4,False
115,2018,Versatile centre-wing who comes ready to play and displays a quick hard release. Good mix of skill and speed mixed with a high level of grittiness and a willingness to get the things done to win. A year ago he won the NAHL Rookie of the Year honors. Committed to Western Michigan University.,53,0,0,0,0,0,Vegas,Lincoln Stars [USHL],Paul_Cotter,C,4,False
117,2018,"Big, raw, defensively solid, edgy defender who has seems to have gotten lost in the pile of high-end Swedish defensemen. Makes a hard first pass out of his end. No flash, just a really strong on his skates player who is really solid in his own end. Blocks shots, clears the front, and plays the body with regularity and some snarl. Is starting to show progress as an offensive zone player displaying a cannon from the back end. Has shown more confidence in jumping up in the play. Is more than willing to be a total team guy and stand up for his teammates. A sleeper who might surprise.",109,0,0,0,0,0,Buffalo,Malmo-2 (Sweden Jrs.),Linus_Cronholm,D,4,False
56,2016,"Undersized forward from an athletic family who is a great skater, excellent on I’ve vision , and shoots the puck very well. One of Kelowna’s key guys when they are killing  a penalty, he is a shot blocker, and can transition those blocks in to short-handed breakaways. In the attack zone, he uses his feet and  and to get behind the defenders. Has a high level hockey IQ, a really good face-off man, vision, and plenty of playmaking ability.  Gets right in on the forecheck, and when he takes the puck away, walks out to the front, and can quickly snap his wrist shot on net. Really strong on the puck down low and on the wall. Has a touch pass. His separation gear causes problems in so many parts of the attack zone. Fast enough to split the defense, get around from the outside, or bust into an open area quicker than expected. Plays like a larger guy in the battle areas and surprises big players when he outmuscles them. Longer term development is needed, but no coach will say he doesn’t leave it all out there.",188,4,1,25,4,5,Calgary,Kelowna Rockets [WHL],Dillon_Dube,C,2,True
116,2018,Committed to the University of Notre Dame.,7,0,0,0,0,0,Anaheim,Elk River (Minn. H.S.),Jack_Perbix,R,4,False
57,2016,"A edgy team first player who finished 4th in the World Junior Tourney scoring. A good balanced skater who is tough to knock off the puck and crashes and drives to the paint. The opposition doesn’t like him, and he manages to rile the opponents with his nastiness. Has a strong sense of the play and reads the ice well during his penalty killing duties. Has a nice touch with the puck and good stick skills shows good touch with precise passes in traffic. Very opportunistic, and has good enough feet to get separation on defenders. May be seen as a 3rd line player with good skills,vision and edge who drives hard North-South and plays a physical.",117,1,5,15,6,6,Toronto,MODO Hockey Ornskoldsvik [SweHL],Carl_Grundstrom,R,2,False
55,2016,"This right shooting goaler may possibly the best net minder prospect out of Sweden, he followed a shaky Swedish league start with an excellent World Junior as an integral component in most of the wins. Positionally strong, he keep movement to a minimum letting things come to him. Good going side to side, squares up on shooters, and is an athletic battler in the opposition gets to the net. Can over-commit, and still needs to build his game. As is the case with many Euro goalies, he plays a bit to deep in the net.",95,0,0,0,0,0,Pittsburgh,Lulea HF [SweHL],Filip_Gustavsson,G,2,False
54,2016,"It’s easy to say he is what he is because of the London Knight team in front of him, but he is a difference maker with key saves in most games.",31,0,0,0,0,0,Calgary,London Knights [OHL],Tyler_Parsons,G,2,False
51,2016,"Poised puck hander with good vision, hockey sense, and offensive instincts. A strong transition player who has excellent four direction mobility and elite straight ahead acceleration. Displays good composure and is solid in his end at the junior level and stays home until he is sure he can join in on the attack. His feet aid not only his gap control, but let him burst in and disrupt their entrances. Gets his stick out and breaks up the passing lanes in opposition attacks. He is a good outlet passer in transition, able to get out of tight spaces and can jump up and join the attack and tear through the opposition neutral zone positioning. Terrific one timer, and a no-look pass/shot that is never telegraphed. Excellent touch passer and he can barrel across the blue line, fake a shot, and glide in closer for an even better one. Can get caught down low when he activates, but I can’t think of any NHL club that will have concerns about his size or long range upside.",175,0,0,0,0,0,Los Angeles,Brandon Wheat Kings [WHL],Kale_Clague,D,2,False
49,2016,"American born defender with good feet and a solid two way game. Not tall, but solidly built, he displays poise in his own end and smarts with, or without the puck. His four direction skating ability gives him an advantage as both a defender (who can handle one on ones and retrieve the quick dump-ins rapidly) and as an attacker (who can smartly read his options, and make astute decisions as a passer or carrier). A solid six footer who has a bit of an edge to go along with the top flight acceleration, nice vision, and an active stick when defending. He is good with the puck in the attack zone and has a good point shot. Very calm and decisive when on the ice, and always seems to make the smart play in all zones. Committed to the University of Minnesota.",143,0,0,5,8,0,Boston,U.S. National Development Team [USHL],Ryan_Lindgren,D,2,False
52,2016,Big winger with good speed and upward trending season's end. Committed to Western Michigan University.,15,0,0,0,0,0,Philadelphia,Tri-City Storm [USHL],Wade_Allison,R,2,False
50,2016,"High speed up-tempo skter who is very shifty and can make plays at top speed. Easily gets separation and generates chances for his teammates. Sees the ice well and has soft hands. Very slight and far from ready. looks like a player a team selects and brings over to the CHL and watches to see if he can develop, get better and develop into a North American wing who actually works the wall and wins puck battles in the battle areas. Right now, he doesn't.",85,0,0,0,0,0,Chicago,Russia U-18 Team,Artur_Kayumov,L,2,False
48,2016,"Projects as one of the top goalers in the class. An confident goalie who is agile and flexible, and possesses a super-quick glove. Has the ability to swing momentum in his team’s favor. Squares up on shooters and is quick going post to post. Displays good rebound control, excellent reaction time, flexibility and flattens very low in the butterfly. Teams will be concerned if he is going grow bigger than his present six foot. His glove, reflexes, and quick pads are what's got him this far.",86,0,0,31,0,0,Philadelphia,Everett Silvertips [WHL],Carter_Hart,G,2,True
46,2016,"Centre-forward with size, skating ability and plays an aggressive take the puck back style. He is at his bests goes to the front and plays tough. Projects as a NHL bottom six role player, and has a bit more skill than some would believe.",44,0,0,0,0,0,Detroit,Guelph Storm [OHL],Givani_Smith,R,2,False
47,2016,"Small Q defender who consistently shows he can be a top junior defender despite his lack of girth and height. An instinctive offense generator who four direction skating and light edging make him a player. An excellent PP QB with a heavy shot good hands and lateral agility. Instinctive in both ends. Gets open on the track and as an outlet for his defensive partner. His feet help him to close on defenders in his end. He is difficult to line up and hit because he keeps moving and is low, and posing off them. The question becomes how small can an NHL defender be? The Wild’s Jared Sprugeon lasted until the 6th round, only to have the team that drafted him, the Islanders, decide two years later to not sign him. He has solidified spot on the Minnesota backline. Clearly a terrific developmental player albeit one of a smaller variety. He led ALL Canadian Major junior defenseman in scoring this season and a point for game in the post season.",171,42,8,155,14,50,Nashville,Shawinigan Cataractes [QMJHL],Samuel_Girard,D,2,True
45,2016,"A puck carrying defenseman who is a tad undersized and whose game strength is great offensive instincts and superior skating. Explosive bursts in his carries and loves to activate. Displays a precise outlet pass in transition. Is still a work in progress and a defender. Needs long term development to learn to play the defensive part of defenseman. Gets lost and even the quick feet don't help, when he can't seem to be in a position to defend. He is committed to Boston University where he can hone his game.",90,0,0,0,0,0,Chicago,U.S. National Development Team [USHL],Chad_Krys,D,2,False
43,2016,"Fluid long strider who can play a high paced game with skill and creativity. Has impressive offensive capabilities and his ability to make quick decisions is why he verbally runs his teams power play. Versatile enough to play all three forward positions with excellent understanding, agility, and vision. Makes quick decisions. Finds open ice, utilizes his feet and stick to deke opponents , and use his soft hands to give and receive back the puck. Not a speed demon or a player with a heavy shot; just one who can use his quickness, vision, and finesse to make plays. He is good in puck pursuit. He has a fast release. Not a wall guy or one that engages much physically. Not strong on the wall or on the puck in confrontations, mostly because he simply isn’t developed enough physically to be one. Long term developmental prospect.",146,0,0,11,4,0,Carolina,Karpat Jrs (Finland),Janne_Kuokkanen,L,2,False
44,2016,"Meat and potatoes winger whose game involves strong physical combat with opposing players, and solid forecheck, strong work ethic, a deceptively hard accurate shot, and quick feet. Strong in puck pursuit and strong on the forecheck. Actully has pretty soft hands. Maybe the difference in selecting a player with high end upside and Katchouk, is he is going already be suited for growing in to a role as a checking winger as he climbs the ladder to higher levels of play. Disruptive and aggressive in keeping possession, there is no question that he has skills, nose for the net, skating ability, edge and the willingness to be an involved player for sixty minutes. And that might count for more than higher end abilities and no taste for the playing for and against “heavy game” players. Has dual Canadian and Russian citizenship.",141,0,0,0,0,0,Tampa Bay,Soo Greyhounds [OHL],Boris_Katchouk,L,2,False
41,2016,Quiet and effective big centre/wing who takes care of 200 feet efficiently. Strong and smart competitor who can put the puck on a teammates stick or let it go. Thrives in the middle zone with his sound defensive coverage and is very good in his own end too. May be will suited for a switch to wing as a pro. Spent much of the season on the wing with Nylander and Centre McLeod.When he makes contact he usually leaves an impression. A developing prospect whose feet will improve as he develops and who checks boxes when you examine all the things he does well.,104,0,3,7,10,3,New Jersey,Mississauga Steelheads [OHL],Nathan_Bastian,R,2,False
42,2016,Son of Ulf.,3,0,0,0,0,0,Ottawa,Timra IK [Swe-1],Jonathan_Dahlen,L,2,False
39,2016,"Hampered by the graduation of his former linemans Conor McDavid  and Dylan Strome , the diminutive DeBrincat’s production dropped…to a goal a game pace.",24,59,69,164,21,128,Chicago,Erie Otters [OHL],Alex_DeBrincat,L,2,True
40,2016,Big skilled winger who a rookie in the USHL.Committed to the University of Notre Dame.,15,0,0,0,0,0,Colorado,Youngstown Phantoms [USHL],Cameron_Morrison,L,2,False
36,2016,"He wowed all with his opportunistic goal scoring in the Prospects game.Quick, agile forward with terrific stop/starts, change of direction and solid offensive instincts which make him dangerous in many ways in the attack zone. Decisively attacks with quick shots, passes, and even uses the enemy goaler’s pads to generate rebounds. A character individual who has handled real life adversity in the lats years, as he has had to carry the heavy emotion load of family sicknesses and losses. Plays quick. He is a work in progress as he needs to add weight and muscle to his 160 pound frame.",100,0,0,0,0,0,Philadelphia,Victoriaville Tigres [QMJHL],Pascal_Laberge,C,2,False
35,2016,"A speed and energy centre-wing who has a good two way junior game, good one on one skills, and goes in looking for pucks. He is strong on hos pins and difficult to contain. Releases the puck quickly with a pair of soft hands, and can play strong on the stick when he has the biscuit. Has displayed some good work in small areas and stuck out in the U-18 tourney as one of the best players. But there is a lack of consistency in his ability to score it may just be a matter of the prospect getting stronger and being able to physically win with regularity. Not really big or physical, not really overly skilled, and it is questionable if he can fill in the blanks in either area to ensure he could be a top six NHLers. Long term developmental prospect who could be a late bloomer.",150,2,1,16,4,3,St. Louis,Sarnia Sting [OHL],Jordan_Kyrou,C,2,False
34,2016,Right hander deeman who plays with an air of calm and smarts. hHas size and good mobility  and is a reliable three zone player. Strong into his pivots and backward stride. Has a good point shot and plays with some competitiveness although you would like to see a bit more snarl to his game. Committed to the  University of Notre Dame.,61,0,0,0,0,0,Columbus,Green Bay Gamblers [USHL],Andrew_Peeke,D,2,False
37,2016,"Aggressive mobile dee-man with decent skills and can move the puck offensively. Strong and thick-bodied. Plays with good intensity and awareness. Takes the body, pins/seals on the wall and wins puck battles. Has a long stick and is decisive when advancing the puck. His skating is high end; excellent in his stop/starts, and his first steps. Light on his edges and very aware of positioning in his end. A good passer and despite being new to the North American ice surface, has shown much to like in his first year.",90,0,1,5,6,1,Tampa Bay,Saskatoon Blades [WHL],Libor_Hajek,D,2,False
53,2016,Czech Republic defender who displayed terrific puck moving skills and instincts. runs the PP and reads and dishes well. Not big but plays well in all phases unnoticed. Plays aggressive and doesn't really panic under pressure. Positionally solid in all three zones. Has good vision and sees his outlet options and hits them. Likes to carry with good feet and isn't afraid of the rough going. Not six foopt but an interesting prospect who will needs more weight room to get stronger in body and stride.,86,18,5,46,30,23,Detroit,Hradec Kralove [Czech],Filip_Hronek,D,2,True
29,2016," Centre with good size who plays strong on the puck and good puckhandling skills.  More of a North-South straight line skater with little lateral mobility. Displays a very good shot, with nice release. He might project as a future left wing, but he really needs to add to his offensive game and add more creativeness to his attacking skills. Drafted by OHL's Niagara. He has committed to the University of Wisconsin and he may hone his offensive side there.",79,0,0,15,15,0,Boston,U.S. National Development Team [USHL],Trent_Frederic,C,1,False
33,2016,"Played in the 5 Nations Tourney 2014 and was a member of his homeland’s team roster for the World Junior Under-20 at Christmas 2014. Slightly built centre wing who has great hands and commitment to improving his two way game. Displays good speed, hands, and Hockey IQ.  Not the biggest body, but is strong forechecker who win puck battles. A playmaker with creativity and good vision who plays big. With William Nylander’s World Junior Tourney injury, he played in his spot. Works hard in his own end, using his body and stick in lanes to take away opportunities by getting back quickly. He sees and reads the ice well and brings his teammate support by drawing attackers his way making space for them. His anticipation,nose for the net, and good hockey sense make his a player who can slide up and down the forward lines, and that will fall in his favor when draft time calls. His size may be a factor in where he is taken. Must continue to make his linemates better plays and continue improving his 200 foot game.",182,0,0,0,0,0,Buffalo,Farjestads BK Karlstad [SweHL],Rasmus_Asplund,C,2,False
32,2016,"His Bantam and Midget resume tell of a consistent scorer/generator with a strong physical game. So far he has been asked to be an all situation player with the Giants, and hasn’t disappointed. Big bodied left wing with physicality and edginess. Displays a strong defensive game, hockey IQ, a nice skill set, and does all things at an above average levels.  And although he has a choppy stride, he is powerful and coupled with his high-end stickhandling skills and size, he fearless competes down low and in all the battle areas. Good on the cycle. An excellent passer and his precise shot and release are also high-end, although his assist totals surpass his goals. Usually the unprecise art of scout attempts to look at the entire canvass starting with the early age years and the question is asked is the prospects continuing to improve on his scoring, abilities and can he be projected as a player who will continue in improving ensuring a role on an NHL club whether it be top six or bottom six. The point is to project that you are drafting a player who eventually makes your parent club. I think that if his goal totals were a bit higher, there would be no questions that he makes the grade. I think his goal totals with continue upward and his development is far from over.",229,0,0,0,0,0,Edmonton,Vancouver Giants [WHL],Tyler_Benson,L,2,False
30,2016,"Yet another under six footer with high end speed, excellent vision, touch, and strong work ethic. Despite being a tad undersized he is fearless along the wall and never hesitant to stickhandle in traffic areas or along the wall. Has a superior shot but his elite passing skills are what butters his bread. He is not a passenger; he works hard to take pucks back and on offense. He has a high end understanding of using motion in the attack zone. He finds the creases, and lures defender to him. His quickness and ability to play so strong on the puck opens space for his teammates. Needs to continue getting stronger and further improving his legs to where he has a true separation gear. Uses his speed as a weapon against the opposition breakouts. If he continues his improvement he may end up and NHL top six player maybe even progress to the high expectations many expected him to prior to this season.",163,5,6,22,8,11,Anaheim,Regina Pats [WHL],Sam_Steel,C,1,True
27,2016,"Big strong centre-left wing who sets up shop in front and feeds of deflections and rebounds. Not a flashy player, just an load to move who plays all 200 feet. He has gradually improved his defensive zone work, and his overall game. Smart player who skates well with good balance. Has a strong and effective shot, and works the give and go very effectively. Is strong on the puck, and uses his reach and size to win puck battles in the greasy areas. He sees the ice well.",88,17,6,66,14,23,Tampa Bay,Moose Jaw Warriors [WHL],Brett_Howden,C,1,True
25,2016,"An enormous wing who was the standout player in the United States All-American Prospects game. He has the skills and acceleration that you see in much smaller forwards. Has a very fast game, eg. he moves and acts at a quick pace, and his huge size makes him almost unstoppable, as he can stickhandle in smaller spaces and in a smooth motion take off on the opposition with a power move to the net. Plays hard and will stand in the crease area like an unmovable object. Is good on the entire sheet. He supports the defenseman and is known to dig pucks out of his own end. He’s a Mack truck when he wants to go to the front and has been known to carry defenders along. Certainly not the finished product and there is always the level of competition that you have to weigh against the eyeball test, but you can’t deny the dynamic combination of skill, speed, size, soft hands, reach and quick release that is there. If only he was a little more belligerent, and more difficult to play against. Committed to the University of Minnesota-Duluth.",190,0,0,0,0,0,Dallas,Fargo Force [USHL],Riley_Tufte,L,1,False
23,2016,"Second year eligible Finnish centre is big slick stick-handler who needs to work to further strengthen his lower body in order to add power and speed to his skating. He has good skills and vision, but little consistency. Needs to be better away from the puck, and continue to grow his offensive side.  Displays some really good dangle in his possession skills but has trouble deciding what the read is and can look bad when things go south in transistion. Committed to Denver University where the team who selects him will expect to see upside.",95,10,9,54,4,19,Florida,HIFK Juniors (Finland),Henrik_Borgstrom,C,1,True
28,2016,"Emerging defender who projects as a two way defender with strong balance and skating ability. The younger brother of Ryan is still a work in progress, but has size and is a very good puck mover and plays on both the penalty kill and the power play. Leads by example and can move attacker out of the front,  get in the lanes and break up passes, and he make that first pass out in transition and jump into the rush. Displays a very good point shot. Will play the body, but if he added a bit more aggression, he make it more difficult to play against him. Needs to get thicker and add weight and muscle.",116,0,0,0,0,0,Washington,Kelowna Rockets [WHL],Lucas_Johansen,D,1,False
26,2016,"Huge developmental winger from Long Island who needs more leg strength so he can get to the spots to use his size. Needs  to develop his hockey instincts along with his skills and feet. For a huge specimen, doesn't make enough use of it. Doesn't read the attack well, or at this juncture, have the jump to stay in the play at both ends. Scored from deflections in front, and on the PP, where there was space. He will need to actually develop over the course of more than a few college seasons to show possibilities as a NHL- level contributor.",101,11,10,106,32,21,St. Louis,U. of Connecticut [H-East],Tage_Thompson,R,1,True
21,2016,"Big winger with a strong fluid with a terrific shot and release. He uses his body to take pucks away, and win possession battles in the offensive zone. A big man with soft hands, a great one-timer and a willingness to go in the dirty areas and in the front. He can change gears and surprise defenders by beating them off the wing. Q defenders get caught in denial thinking no way can a guy this big be that explosive. Needs to develop more as a play-maker, and get pucks to his linemates as well as they feed him. He is a a North-South skater who depends upon his linemates to get him the puck. His game needs rounding out, but looks like an excellent prospect.",126,0,0,0,0,0,Carolina,Val d'Or Foreurs [QMJHL],Julien_Gauthier,R,1,False
24,2016,"Big aggressive winger who plays a passionate high energy aggressive style. Has a strong powerful stride. Is more of a North-South skater who bulls his way through to wherever he is going and crash and bangs. Has a strong shot that packs some wallop, but there is also wallop when he drops’em. He is know to stick up for teammates and gets them more space because of it. In short space he will accelerate and meet opponents on the wall or in the paint. Has a heavy quick shot that needs to gain more accuracy. He is known to catch opponents with big open ice checks. Displays high character along with toughness, size and feisty 200 foot game. A streaky scorer and the jury is out as to whether he can contribute heavily in that aspect. Plays like an old fashion grinder, who may gain more consistency as a finisher as he develops. But he may end up as a checker who can chip in a goal here or there.",170,3,2,30,14,5,Anaheim,London Knights [OHL],Max_Jones,L,1,True
19,2016,"Son of Brian is a hard driving power player who also has skill. Has size and gains advantage when he puts it to use. He is strong on the puck, shows a separation gear. Plays passionately ands on occasion gotten edgy.",41,0,0,0,0,0,NY Islanders,U.S. National Development Team [USHL],Kieffer_Bellows,L,1,False
18,2016," Giant defensemen with a great reach, and decent mobility for a youngster this size.Has an active stick and his length lets him close gaps, and Is exceedingly calm under pressure and despite the need to get stronger and bigger, he doesn't wilt in his defensive zone. Clearly needs quicker stop/starts and better acceleration, but most assuredly an NHL team or two will consider selecting him and letting him develop further.",70,0,0,0,0,0,Winnipeg,Windsor Spitfires [OHL],Logan_Stanley,D,1,False
17,2016,"An average framed prospect with a terrific all-around game. His bread and butter is strong feet and four-direction mobility coupled with high hockey IQ puck skills. Poised mailman who doesn’t seem to feel pressure and easily eludes forecheckers. Slick defender whose PP QB skills are excellent. Very creative with the puck on the attack and a very strong skater who can spin off pressure. Has great vision and can thread the needle on the long home run break-outs. Can find the seam and put the puck up ice in transition with regularity. His feet and puck skills help him break up passes, and be an excellent penalty killer. Very confident and fluid in all three zones.",116,0,1,4,0,1,Nashville,Penticton Vees [BCHL],Dante_Fabbro,D,1,False
22,2016,"Complete two-way performer with excellent size, skill and skating ability. His performance in the World Junior Challenge may have cemented his first round status. In that mid December tourney he seemed to single-handedly take apart the U.S. entry in all outcomes and all phases with his domination. Plays like it is his last game ever. Has really good size and East-West mobility which he uses in puck pursuit to get it back and get things going again. This big strong horse can force defenders backward and his ability to play strong on the puck has him holding it while teammates are able to find the soft spots. Opposing players tried to knock him off the puck but he keeps control and eventually goes to the net. If the seam closes, he with keep moving in possession until a teammate’s chance opens up. Walks out of the corners in control and hungry. Yet is difficult to project where Russian who are not playing in North America are slotted by the NHL staffs. 	Forward Denis Gurianov and goaler Ilya Samsonov went early in the first, but no other Russian went to mid-third round. It might be safe to say Rubtsov goes somewhere later than Samsonov and before the third round.",208,0,0,0,0,0,Philadelphia,Russia U-18 team,German_Rubtsov,C,1,False
16,2016,"Each player that was granted early entrance exceptional status into Canadian junior leagues is heaped with platitudes and criticized through strong microscopes. Continue up the ladder to the NHL takes a larger developmental commitment for a defensive  prospect than a forward. The son of former NHL player, Jeff, plays with a calm demeanor, good feet, lateral agility and physicality. An elite defensive prospect with a tremendous package of talent. Already physically developed, he is a terrific skater with a separation gear, and a hard cutting stride and  a skating base that lets him protect the puck.  Possesses a strong wrist shot and is able to stickhandle with precision and accuracy through traffic. He is polished two way player with good feet, strong skills but needs to continue to hone the defensive side of his game. Already plays with an edge. With physicality in place he needs to continue maturing in his positional play. It will determine if he evolves to a impact pro or simply a good one. His puck smarts and passing ability see him as a future NHL PP guy too.",183,38,16,171,91,54,Arizona,Sarnia Sting [OHL],Jakob_Chychrun,D,1,True
14,2016,"Young Boston U. defender whose past USNTDP Juniors resume might typecast his as push the pace offenseman. But he shows smarts, good decisions and consistent defensive game as well. A thick six footer (still growing) with a muscular frame that handles the older college opponents well. Displays quick feet and excellent decision-making and assertiveness on his touches. Processes and acts . Smart without the puck. Ties attackers on the wall, and displays good positioning. In transition he makes the quick first pass and and stays with the play sometimes joining into the rush. Can handle the PP QB role. Has a strong hard shot. Distributes the puck well and has heavy shot. Still needs improvement in footwork; gets into trouble when he is unable to pivot and move backward on opponent’s when they are making a push into his defensive zone. Injuries to the BU veteran defensive core called for him to get an early baptism with significant playing time in key situations. Still a work in progress, and needs to improve his puck decisions and tone down his riverboat gambler style of playing the back end. Despite the warts his potential has the 18 year old is rising up the draft lists.",203,46,14,117,98,60,Boston,Boston University [H-East],Charlie_McAvoy,D,1,True
13,2016,"One of the youngest players in the class. Might be the best puck distributor in the class of defenseman. Coupled with his nice long skating stride and great edging, he can gain separation with stops and starts, but alway thinking far ahead with where he is making a play with the puck. His great passing gets him out of trouble in his own end. Sees a lane open and gets the puck to his man.",75,0,0,2,2,0,Carolina,Calgary Hitmen [WHL],Jake_Bean,D,1,False
10,2016,"Shifty centre with impressive feet and stickhandling ability. Can stickhandle in a phonebooth. A team leader who on the ice and in the room. Great vision and recognition in the offensive end, so he spreads away from teammates and then pinpoint passes to their sticks on the give and go. A terrific finisher with a great shot.  Disciplined worker hin his own zone. Wins puck battles and turns them into chances. He knows where to place himself so that the puck can find him. Makes his teammates better. Not the finished product and needs more lower body strength and muscle. He has committed to the University of North Dakota.",109,25,24,141,40,49,Colorado,Penticton Vees [BCHL],Tyson_Jost,C,1,True
12,2016,"A centre who wants the puck on his stick. He drives the net with reckless abandon. Strong hands, great feet and body position lets him turn the corner wide on defenders. Relentless and determined in puck pursuit. Has great edging and keeps the pins going in all phases of the play. A terrific passer who puts it on his linemates sticks while in stride. Sees the ice well and has game breaking ability. Soft hands and a strong wrist shot and release, and its will improve as he gets more muscle. A big playmaking centre who can take a game over with his dominant speed.Will need to fill out, but looks like a top prospect.",115,3,0,21,13,3,New Jersey,Mississauga Steelheads [OHL],Michael_McLeod,C,1,True
