draft_num,draft_year,name,report
78,2016,Frederic Allard,"Nice puck moving defenseman with four way skating ability, good vision, foot speed, and agility. QBs the PP with good puck distribution, and no hesitation in attempts to activate into the slot when the attack calls. Can make the outlet pass well. Still has a ways to go in honing his defensive side, but long term there is a foundation to build on."
74,2016,Hudson Elynuik,Son of former NHLer Pat is huge human with emerging hockey skills.
65,2016,Vitali Abramov,"A tiny, fearless high traffic competitor with high end speed, and stick. He is listed as 5’ 9” but is small. Has terrific vision, and handles the puck with it he’s playing the shell game with you. Great hands. Handles the hard pass so well and can touch pass with the best. Piling up both goals and assists in the Q. Very unselfish player who looks for the best option even when he could shoot. Has consistently scored at even strength and on his PP chances. Can undress a defenseman and take him out of the play. Excellent touch passer and even at his diminutive size he has stood up to the rough going. It is easy to argue that part of his success is derived by the linemates he has been gifted. And easy to see how in the past many smaller offensive dynamos end up waiting until later rounds to get drafted. You have to wonder if he is the exception to that rule."
64,2016,William Lockwood,"Displays soft hands, quick moves and a persistent forecheck. Never stops flying around, and is difficult to get a bead on. Handles the puck very well at top speed, and can turn tight and separate from opponents. An under six footer with an average frame, he can be knocked of the puck, but is strong on his skates and the puck most of the time. A battler who plays fast with quick mitts."
69,2016,Cliff Pu,"Speedy playmaker who is buried lower in a superior London Knight forward lineup. Solid in most phases but has not yet taken any steps to appear to be a dominant player at this time, but NHL teams may feel he isworth a selection in the second round."
62,2016,Joseph Woll,"Missouri-born goaltender with long  arms and legs, but is still in the early stages of his development in terms of movement, instincts. Committed to Boston College."
63,2016,Markus Niemeläinen,"Rising defensive import who is very tall and rangy. He displays an active long stick, and moreover, excellent four direction skating ability.  High end hockey sense and a calm poise aid his carries, even under heavy pressure. He makes that long stretch pass very well. Has the size and feet to knock attackers off the puck, retrieve it, and get it going the other way. physical attributes. He is still adjusting to the smaller North American ice surfaces, but the ability to adjust with quick reactions, and attack and defend continue to improve with each game. The small attackers don’t really get away from him and he is intelligent when part of the attack. Still developing, with great tools and toolbox, so it may take some time, but he will caught the attention of a NHL fairly early.Played well for his home country in the Worlds U-20."
58,2016,Taylor Raddysh,"Bullish winger who goes to the battle areas. A playmaking winger with a accurate release and heavy shot. Smart and positionally sound, he has a bit of edge and decent puck skills. Displays good vision and patience in his carries. Holds until the right moment, whether it be a carry off the wall and a quick pass, or as he sees linemates getting open. Has decent balance and movement but needs to build his acceleration and stop/start quickness."
180,2018,Peter Diliberatore,Commited to Quinnipiac University.
60,2016,Dylan Gambrell,"A third year eligible centreman who can create of the rush, compete down low and in the battle areas to win pucks and set up linemates,but don’t think that he isn’t a scorer as well and a mucker. The Stocky centre has a 200 foot game and can be a grinder, scorer, power play guy or a penalty-killing specialist. Strong first step quickness and deceptive tp end gear. Supports with speed in the defensive zone and that speed causes the opposition problems in the middle zone, and when he drives to the net. Under six feet but thick and over 190 pounds already. Has a strong work ethic and commitment to play three zones, and his leg drive let him do so as he is quick in all three. he has committed to the  University  of Denver ."
67,2016,Matthew Filipe,Big Centre-forward committed to the Northeastern University.
177,2018,Liam Gorman,Committed to Boston University.
179,2018,Shawn Boudrias,"Big, tall Quebec league winger who uses his body with reckless abandon to unearth pucks and apply strong (physical in some cases) backside pressure. Possibly the youngest project in the draft class. He needs more girth, strength, and skating development to be able to improve the power in his stride. Improving his feet will make the difference to whether he is really a prospect or not. There are no complaints on his commitment on the sheet, where he works so hard for sixty minutes. Takes many a hit to make the play, and hits most moving opposition players in sight. His shot is also a work in progress."
171,2018,Nikolai Kovalenko,"Dual citizen of the US and Russia, as his father was a former physical winger Andrei Kovalenko. His son is at this point much smaller but combines a gritty edge along with high end Hockey IQ and decent feet, hand,s and skills."
168,2018,Dawson Barteaux,Later blooming defender who comes to play on a nightly basis. Displays terrific straight line speed and burst. Has gone from being considered a stay-at-home d-man to a prospect that can project as having some offensive push too -- once some footwork issues are overcome.
66,2016,Adam Fox,"Undersized defenseman who is excellent mobility an PP QB skills. Advances the puck very well because he sees the ice well. Good in transition. In the attack zone he passes the puck well towards the net. Pinches well. In his own end, he uses his feet to angle off attackers and close his gaps. The issue is his size, and whether he can advance and be successful in the higher levels of play. He has commited to Harvard University."
164,2018,Michael Kesselring,Committed To Merrimack College.
162,2018,Alexis Gravel,He was viewed as the top Q goalie based on is height and long range projection. So far he is pegged as an even longer developmental prospect as his game has not progressed as quickly as hoped.
158,2018,David Tendeck ,"Acrobatic battling goalie who is very thin and ""only"" two inches over six foot. Aggressively challenges shooters, has a terrific glove, and  moves in all directions very quickly."
157,2018,Kevin Mandolese,Big goaler who fills the crease with a good glove and decent athleticism. Reads attacks well and shows strong understanding and implementation  of the technical aspects of his position. Doesn’t waste motion and is a battler in the “home plate area.” Needs to develop rebound control further and fine tune his shot challenge. Has shown moxie and mental toughness on a poor defensive club. Long term development guy with some tools and positive attitude.
154,2018,Connor Corcoran,Nicely sized defender who vastly improved by the end of the year due to more ice time and bigger responsibilities.
167,2018,Mathias Emilio Pettersen,Committed to Denver University.
174,2018,Gavin Hain,Committed to the University of North Dakota.
153,2018,Giovanni Vallati,"Good playmaking defender with a bit of physicality, and a willingness to push on attackers. Pivots well to the back pedal, funnels attackers to the outside. He needs to get stronger to take on opponents and must read and react better so his passes aren’t anticipated. He is a good puck handler who makes sound exits in transition when he has time. Currently a pass- first type player and he needs to start letting it go so opponents must think he might not pass on some plays."
151,2018,Vladislav Yeryomenko,Member of Belarus' World Junuior U-20 team.
155,2018,Damien Giroux,Hard working 200 foot energy wing who can score from around the net. Plays on both penalty kill and power play.  Skates very well and has deceptive a burst. Is good when he doesn't have the puck. Strong forechecker and a good set up man on the zone entry. His size drops him back in the pack.
148,2018,Simon Johansson,Second year eligible offensive defender who has lingered as a Swedish junior league player because he is a work in progress in his own end.
149,2018,Filip Král ,Six foot Czech import defenseman who is still learning the North American game. Has good vision and good puck moving ability and good touch on his passes. Good outlet passer on transitions who can thread the needle on the home run blue line pass or short saucers to his closer teammates.  Usually makes the correct  pass coming out and also is a willing carrier up ice. Needs to improve his quickness/reaction times when bad things happen. Loses pucks or erant passes against speedsters/forecheckers. Will need to be quicker in his decision making as he climbs the ladder to higher competition levels.
142,2018,Michael Callahan,Committed to Providence.
150,2018,Declan Chisholm,Good offensive skills but his defensive end is a work in progress.
144,2018,David Hrenak,Commited to St. Cloud State University.
137,2018,Riley Damiani,"Well rounded player who is simply a lightweight and doesn't have high-end attributes that helps him gain an upper hand. He had a good junior playoff, but lots of developing must happen to become a solid pro player."
139,2018,Mikail Hakkarainen,Committed to Providence College.
131,2018,Spencer Stastney ,Committed to the University of Notre Dame.
130,2018,Toni Utunen,"Small framed defender who is a solid teammate, leader, and plays a smart, responsible game in all phases on the ice."
128,2018,Cole Fonstad,"Undersized compact prospect from an athletic family. Never stops impressing upon his observers that he plays 200 feet the entire night without letting up. Displays a really nice first step and terrific edge control. That allows him to patiently slip into seams, stop start on a dime, skate to passes, and surprise in the scoring areas. Not the fastest skater, but has a good pace every shift. Really good shooter on the move, and very good at handling the puck in small spaces. High energy motor, diagnoses, and with his compact stride - catches teams whether he shoots or makes pass that they don’t expect. His recognition of where his linemates will be and his slippery demeanor make every pound difficult to contend with."
129,2018,Justin Almeida,One of the better second year eligibles is a heavy traffic area scorer-checker with improved offensive skills by adding strength to his stride and and an extra step. Displays the developing characteristics that propel mid-rounders to becoming solid NHL contributors.
134,2018,Blade Jenkins,"Big centre-forward from the USA developmental program with a high skill set. Displays good vision and can go around defenders turning the corner to the slot area. Probably is more suited as a winger, utilizing his quickness and strength. Has shown some jam down low in the scoring areas but needs to be more competitive and aggressively get pucks on the forecheck. Looks like a future left wing as he progresses and adds intensity and defensive awareness."
124,2018,Mitchell Gibson,"Second year eligible developing right handed defender. Needs time and college will bring that. Really good power play player, and can QB with the best of them. Will get up and go with the puck on breakouts and although in need of refinement in his end, has a good positioning and decision making in his own end. Committed to Harvard University."
127,2018,Wyatte Wylie,"Was  switched back over to his natural right side after starting the year on the left side. Made strides in his play, confidence, in the playoff, and increased physicality. Started to show offensive upside and taking the puck down low to shoot more."
126,2018,Angus Crookshank,Whirling dervish with great feet and compete level. Committed to the University of New Hampshire.
123,2018,Jack Gorniak,Committed to the University of Wisconsin.
122,2018,Milos Roman,"Speedy centre-forward with a terrific first step, good stick, and puck handling prowess. It is difficult to move him off the puck when he is working down low. A dynamic tracking force on offense and aggressive forechecker who unearths pucks. Was slowed by ankle injury he incurred at the World Junior U-20. His downside is he isn’t interested in hard battles for pucks on the wall or traffic. He isn’t timid, just leery."
120,2018,Philipp Kurashev,"Smart slick puck-handling centre with decent speed and East-West lateral agility. High hockey IQ and creative instincts as a passer. Sees and anticipates developing plays. Far from ready to be considered NHL worthy, as he has zero interest in getting dirty in physical games. But you cannot argue that he isn't a fine playmaker despite his lack of any grittiness or edge at this juncture.  Needs plenty of work in the face-off circle, but I can see him as winger in his present playing style."
119,2018,Curtis Hall,Has a decent all-around game but has flat-lined after a strong 2016-17 rookie campaign in the USHL. High skill set and good feet. Offensive savvy but didn't seem to progress and hold onto the dominant/dynamic evaluations expected. Dual US-Canada citizenship. Committed to Yale University.
118,2018,Mac Hollowell,"Small, thin, puck-moving defender."
115,2018,Paul Cotter,Versatile centre-wing who comes ready to play and displays a quick hard release. Good mix of skill and speed mixed with a high level of grittiness and a willingness to get the things done to win. A year ago he won the NAHL Rookie of the Year honors. Committed to Western Michigan University.
117,2018,Linus Lindstrand Kronholm,"Big, raw, defensively solid, edgy defender who has seems to have gotten lost in the pile of high-end Swedish defensemen. Makes a hard first pass out of his end. No flash, just a really strong on his skates player who is really solid in his own end. Blocks shots, clears the front, and plays the body with regularity and some snarl. Is starting to show progress as an offensive zone player displaying a cannon from the back end. Has shown more confidence in jumping up in the play. Is more than willing to be a total team guy and stand up for his teammates. A sleeper who might surprise."
56,2016,Dillon Dubé,"Undersized forward from an athletic family who is a great skater, excellent on I’ve vision , and shoots the puck very well. One of Kelowna’s key guys when they are killing  a penalty, he is a shot blocker, and can transition those blocks in to short-handed breakaways. In the attack zone, he uses his feet and  and to get behind the defenders. Has a high level hockey IQ, a really good face-off man, vision, and plenty of playmaking ability.  Gets right in on the forecheck, and when he takes the puck away, walks out to the front, and can quickly snap his wrist shot on net. Really strong on the puck down low and on the wall. Has a touch pass. His separation gear causes problems in so many parts of the attack zone. Fast enough to split the defense, get around from the outside, or bust into an open area quicker than expected. Plays like a larger guy in the battle areas and surprises big players when he outmuscles them. Longer term development is needed, but no coach will say he doesn’t leave it all out there."
116,2018,Jack Perbix,Committed to the University of Notre Dame.
57,2016,Carl Grundström,"A edgy team first player who finished 4th in the World Junior Tourney scoring. A good balanced skater who is tough to knock off the puck and crashes and drives to the paint. The opposition doesn’t like him, and he manages to rile the opponents with his nastiness. Has a strong sense of the play and reads the ice well during his penalty killing duties. Has a nice touch with the puck and good stick skills shows good touch with precise passes in traffic. Very opportunistic, and has good enough feet to get separation on defenders. May be seen as a 3rd line player with good skills,vision and edge who drives hard North-South and plays a physical."
55,2016,Filip Gustavsson,"This right shooting goaler may possibly the best net minder prospect out of Sweden, he followed a shaky Swedish league start with an excellent World Junior as an integral component in most of the wins. Positionally strong, he keep movement to a minimum letting things come to him. Good going side to side, squares up on shooters, and is an athletic battler in the opposition gets to the net. Can over-commit, and still needs to build his game. As is the case with many Euro goalies, he plays a bit to deep in the net."
54,2016,Tyler Parsons,"It’s easy to say he is what he is because of the London Knight team in front of him, but he is a difference maker with key saves in most games."
51,2016,Kale Clague,"Poised puck hander with good vision, hockey sense, and offensive instincts. A strong transition player who has excellent four direction mobility and elite straight ahead acceleration. Displays good composure and is solid in his end at the junior level and stays home until he is sure he can join in on the attack. His feet aid not only his gap control, but let him burst in and disrupt their entrances. Gets his stick out and breaks up the passing lanes in opposition attacks. He is a good outlet passer in transition, able to get out of tight spaces and can jump up and join the attack and tear through the opposition neutral zone positioning. Terrific one timer, and a no-look pass/shot that is never telegraphed. Excellent touch passer and he can barrel across the blue line, fake a shot, and glide in closer for an even better one. Can get caught down low when he activates, but I can’t think of any NHL club that will have concerns about his size or long range upside."
49,2016,Ryan Lindgren,"American born defender with good feet and a solid two way game. Not tall, but solidly built, he displays poise in his own end and smarts with, or without the puck. His four direction skating ability gives him an advantage as both a defender (who can handle one on ones and retrieve the quick dump-ins rapidly) and as an attacker (who can smartly read his options, and make astute decisions as a passer or carrier). A solid six footer who has a bit of an edge to go along with the top flight acceleration, nice vision, and an active stick when defending. He is good with the puck in the attack zone and has a good point shot. Very calm and decisive when on the ice, and always seems to make the smart play in all zones. Committed to the University of Minnesota."
52,2016,Wade Allison,Big winger with good speed and upward trending season's end. Committed to Western Michigan University.
50,2016,Artur Kayumov,"High speed up-tempo skter who is very shifty and can make plays at top speed. Easily gets separation and generates chances for his teammates. Sees the ice well and has soft hands. Very slight and far from ready. looks like a player a team selects and brings over to the CHL and watches to see if he can develop, get better and develop into a North American wing who actually works the wall and wins puck battles in the battle areas. Right now, he doesn't."
48,2016,Carter Hart,"Projects as one of the top goalers in the class. An confident goalie who is agile and flexible, and possesses a super-quick glove. Has the ability to swing momentum in his team’s favor. Squares up on shooters and is quick going post to post. Displays good rebound control, excellent reaction time, flexibility and flattens very low in the butterfly. Teams will be concerned if he is going grow bigger than his present six foot. His glove, reflexes, and quick pads are what's got him this far."
46,2016,Givani Smith,"Centre-forward with size, skating ability and plays an aggressive take the puck back style. He is at his bests goes to the front and plays tough. Projects as a NHL bottom six role player, and has a bit more skill than some would believe."
47,2016,Samuel Girard,"Small Q defender who consistently shows he can be a top junior defender despite his lack of girth and height. An instinctive offense generator who four direction skating and light edging make him a player. An excellent PP QB with a heavy shot good hands and lateral agility. Instinctive in both ends. Gets open on the track and as an outlet for his defensive partner. His feet help him to close on defenders in his end. He is difficult to line up and hit because he keeps moving and is low, and posing off them. The question becomes how small can an NHL defender be? The Wild’s Jared Sprugeon lasted until the 6th round, only to have the team that drafted him, the Islanders, decide two years later to not sign him. He has solidified spot on the Minnesota backline. Clearly a terrific developmental player albeit one of a smaller variety. He led ALL Canadian Major junior defenseman in scoring this season and a point for game in the post season."
45,2016,Chad Krys,"A puck carrying defenseman who is a tad undersized and whose game strength is great offensive instincts and superior skating. Explosive bursts in his carries and loves to activate. Displays a precise outlet pass in transition. Is still a work in progress and a defender. Needs long term development to learn to play the defensive part of defenseman. Gets lost and even the quick feet don't help, when he can't seem to be in a position to defend. He is committed to Boston University where he can hone his game."
43,2016,Janne Kuokkanen,"Fluid long strider who can play a high paced game with skill and creativity. Has impressive offensive capabilities and his ability to make quick decisions is why he verbally runs his teams power play. Versatile enough to play all three forward positions with excellent understanding, agility, and vision. Makes quick decisions. Finds open ice, utilizes his feet and stick to deke opponents , and use his soft hands to give and receive back the puck. Not a speed demon or a player with a heavy shot; just one who can use his quickness, vision, and finesse to make plays. He is good in puck pursuit. He has a fast release. Not a wall guy or one that engages much physically. Not strong on the wall or on the puck in confrontations, mostly because he simply isn’t developed enough physically to be one. Long term developmental prospect."
44,2016,Boris Katchouk,"Meat and potatoes winger whose game involves strong physical combat with opposing players, and solid forecheck, strong work ethic, a deceptively hard accurate shot, and quick feet. Strong in puck pursuit and strong on the forecheck. Actully has pretty soft hands. Maybe the difference in selecting a player with high end upside and Katchouk, is he is going already be suited for growing in to a role as a checking winger as he climbs the ladder to higher levels of play. Disruptive and aggressive in keeping possession, there is no question that he has skills, nose for the net, skating ability, edge and the willingness to be an involved player for sixty minutes. And that might count for more than higher end abilities and no taste for the playing for and against “heavy game” players. Has dual Canadian and Russian citizenship."
41,2016,Nathan Bastien,Quiet and effective big centre/wing who takes care of 200 feet efficiently. Strong and smart competitor who can put the puck on a teammates stick or let it go. Thrives in the middle zone with his sound defensive coverage and is very good in his own end too. May be will suited for a switch to wing as a pro. Spent much of the season on the wing with Nylander and Centre McLeod.When he makes contact he usually leaves an impression. A developing prospect whose feet will improve as he develops and who checks boxes when you examine all the things he does well.
42,2016,Jonathan Dahlén,Son of Ulf.
39,2016,Alex DeBrincat,"Hampered by the graduation of his former linemans Conor McDavid  and Dylan Strome , the diminutive DeBrincat’s production dropped…to a goal a game pace."
40,2016,Cameron Morrison,Big skilled winger who a rookie in the USHL.Committed to the University of Notre Dame.
36,2016,Pascal Laberge,"He wowed all with his opportunistic goal scoring in the Prospects game.Quick, agile forward with terrific stop/starts, change of direction and solid offensive instincts which make him dangerous in many ways in the attack zone. Decisively attacks with quick shots, passes, and even uses the enemy goaler’s pads to generate rebounds. A character individual who has handled real life adversity in the lats years, as he has had to carry the heavy emotion load of family sicknesses and losses. Plays quick. He is a work in progress as he needs to add weight and muscle to his 160 pound frame."
35,2016,Jordan Kyrou,"A speed and energy centre-wing who has a good two way junior game, good one on one skills, and goes in looking for pucks. He is strong on hos pins and difficult to contain. Releases the puck quickly with a pair of soft hands, and can play strong on the stick when he has the biscuit. Has displayed some good work in small areas and stuck out in the U-18 tourney as one of the best players. But there is a lack of consistency in his ability to score it may just be a matter of the prospect getting stronger and being able to physically win with regularity. Not really big or physical, not really overly skilled, and it is questionable if he can fill in the blanks in either area to ensure he could be a top six NHLers. Long term developmental prospect who could be a late bloomer."
34,2016,Andrew Peeke,Right hander deeman who plays with an air of calm and smarts. hHas size and good mobility  and is a reliable three zone player. Strong into his pivots and backward stride. Has a good point shot and plays with some competitiveness although you would like to see a bit more snarl to his game. Committed to the  University of Notre Dame.
37,2016,Libor Hájek,"Aggressive mobile dee-man with decent skills and can move the puck offensively. Strong and thick-bodied. Plays with good intensity and awareness. Takes the body, pins/seals on the wall and wins puck battles. Has a long stick and is decisive when advancing the puck. His skating is high end; excellent in his stop/starts, and his first steps. Light on his edges and very aware of positioning in his end. A good passer and despite being new to the North American ice surface, has shown much to like in his first year."
53,2016,Filip Hronek,Czech Republic defender who displayed terrific puck moving skills and instincts. runs the PP and reads and dishes well. Not big but plays well in all phases unnoticed. Plays aggressive and doesn't really panic under pressure. Positionally solid in all three zones. Has good vision and sees his outlet options and hits them. Likes to carry with good feet and isn't afraid of the rough going. Not six foopt but an interesting prospect who will needs more weight room to get stronger in body and stride.
29,2016,Trent Frederic," Centre with good size who plays strong on the puck and good puckhandling skills.  More of a North-South straight line skater with little lateral mobility. Displays a very good shot, with nice release. He might project as a future left wing, but he really needs to add to his offensive game and add more creativeness to his attacking skills. Drafted by OHL's Niagara. He has committed to the University of Wisconsin and he may hone his offensive side there."
33,2016,Rasmus Asplund,"Played in the 5 Nations Tourney 2014 and was a member of his homeland’s team roster for the World Junior Under-20 at Christmas 2014. Slightly built centre wing who has great hands and commitment to improving his two way game. Displays good speed, hands, and Hockey IQ.  Not the biggest body, but is strong forechecker who win puck battles. A playmaker with creativity and good vision who plays big. With William Nylander’s World Junior Tourney injury, he played in his spot. Works hard in his own end, using his body and stick in lanes to take away opportunities by getting back quickly. He sees and reads the ice well and brings his teammate support by drawing attackers his way making space for them. His anticipation,nose for the net, and good hockey sense make his a player who can slide up and down the forward lines, and that will fall in his favor when draft time calls. His size may be a factor in where he is taken. Must continue to make his linemates better plays and continue improving his 200 foot game."
32,2016,Tyler Benson,"His Bantam and Midget resume tell of a consistent scorer/generator with a strong physical game. So far he has been asked to be an all situation player with the Giants, and hasn’t disappointed. Big bodied left wing with physicality and edginess. Displays a strong defensive game, hockey IQ, a nice skill set, and does all things at an above average levels.  And although he has a choppy stride, he is powerful and coupled with his high-end stickhandling skills and size, he fearless competes down low and in all the battle areas. Good on the cycle. An excellent passer and his precise shot and release are also high-end, although his assist totals surpass his goals. Usually the unprecise art of scout attempts to look at the entire canvass starting with the early age years and the question is asked is the prospects continuing to improve on his scoring, abilities and can he be projected as a player who will continue in improving ensuring a role on an NHL club whether it be top six or bottom six. The point is to project that you are drafting a player who eventually makes your parent club. I think that if his goal totals were a bit higher, there would be no questions that he makes the grade. I think his goal totals with continue upward and his development is far from over."
30,2016,Sam Steel,"Yet another under six footer with high end speed, excellent vision, touch, and strong work ethic. Despite being a tad undersized he is fearless along the wall and never hesitant to stickhandle in traffic areas or along the wall. Has a superior shot but his elite passing skills are what butters his bread. He is not a passenger; he works hard to take pucks back and on offense. He has a high end understanding of using motion in the attack zone. He finds the creases, and lures defender to him. His quickness and ability to play so strong on the puck opens space for his teammates. Needs to continue getting stronger and further improving his legs to where he has a true separation gear. Uses his speed as a weapon against the opposition breakouts. If he continues his improvement he may end up and NHL top six player maybe even progress to the high expectations many expected him to prior to this season."
27,2016,Brett Howden,"Big strong centre-left wing who sets up shop in front and feeds of deflections and rebounds. Not a flashy player, just an load to move who plays all 200 feet. He has gradually improved his defensive zone work, and his overall game. Smart player who skates well with good balance. Has a strong and effective shot, and works the give and go very effectively. Is strong on the puck, and uses his reach and size to win puck battles in the greasy areas. He sees the ice well."
25,2016,Riley Tufte,"An enormous wing who was the standout player in the United States All-American Prospects game. He has the skills and acceleration that you see in much smaller forwards. Has a very fast game, eg. he moves and acts at a quick pace, and his huge size makes him almost unstoppable, as he can stickhandle in smaller spaces and in a smooth motion take off on the opposition with a power move to the net. Plays hard and will stand in the crease area like an unmovable object. Is good on the entire sheet. He supports the defenseman and is known to dig pucks out of his own end. He’s a Mack truck when he wants to go to the front and has been known to carry defenders along. Certainly not the finished product and there is always the level of competition that you have to weigh against the eyeball test, but you can’t deny the dynamic combination of skill, speed, size, soft hands, reach and quick release that is there. If only he was a little more belligerent, and more difficult to play against. Committed to the University of Minnesota-Duluth."
23,2016,Henrik Borgström,"Second year eligible Finnish centre is big slick stick-handler who needs to work to further strengthen his lower body in order to add power and speed to his skating. He has good skills and vision, but little consistency. Needs to be better away from the puck, and continue to grow his offensive side.  Displays some really good dangle in his possession skills but has trouble deciding what the read is and can look bad when things go south in transistion. Committed to Denver University where the team who selects him will expect to see upside."
28,2016,Lucas Johansen,"Emerging defender who projects as a two way defender with strong balance and skating ability. The younger brother of Ryan is still a work in progress, but has size and is a very good puck mover and plays on both the penalty kill and the power play. Leads by example and can move attacker out of the front,  get in the lanes and break up passes, and he make that first pass out in transition and jump into the rush. Displays a very good point shot. Will play the body, but if he added a bit more aggression, he make it more difficult to play against him. Needs to get thicker and add weight and muscle."
26,2016,Tage Thompson,"Huge developmental winger from Long Island who needs more leg strength so he can get to the spots to use his size. Needs  to develop his hockey instincts along with his skills and feet. For a huge specimen, doesn't make enough use of it. Doesn't read the attack well, or at this juncture, have the jump to stay in the play at both ends. Scored from deflections in front, and on the PP, where there was space. He will need to actually develop over the course of more than a few college seasons to show possibilities as a NHL- level contributor."
21,2016,Julien Gauthier,"Big winger with a strong fluid with a terrific shot and release. He uses his body to take pucks away, and win possession battles in the offensive zone. A big man with soft hands, a great one-timer and a willingness to go in the dirty areas and in the front. He can change gears and surprise defenders by beating them off the wing. Q defenders get caught in denial thinking no way can a guy this big be that explosive. Needs to develop more as a play-maker, and get pucks to his linemates as well as they feed him. He is a a North-South skater who depends upon his linemates to get him the puck. His game needs rounding out, but looks like an excellent prospect."
24,2016,Max Jones,"Big aggressive winger who plays a passionate high energy aggressive style. Has a strong powerful stride. Is more of a North-South skater who bulls his way through to wherever he is going and crash and bangs. Has a strong shot that packs some wallop, but there is also wallop when he drops’em. He is know to stick up for teammates and gets them more space because of it. In short space he will accelerate and meet opponents on the wall or in the paint. Has a heavy quick shot that needs to gain more accuracy. He is known to catch opponents with big open ice checks. Displays high character along with toughness, size and feisty 200 foot game. A streaky scorer and the jury is out as to whether he can contribute heavily in that aspect. Plays like an old fashion grinder, who may gain more consistency as a finisher as he develops. But he may end up as a checker who can chip in a goal here or there."
19,2016,Keiffer Bellows,"Son of Brian is a hard driving power player who also has skill. Has size and gains advantage when he puts it to use. He is strong on the puck, shows a separation gear. Plays passionately ands on occasion gotten edgy."
18,2016,Logan Stanley," Giant defensemen with a great reach, and decent mobility for a youngster this size.Has an active stick and his length lets him close gaps, and Is exceedingly calm under pressure and despite the need to get stronger and bigger, he doesn't wilt in his defensive zone. Clearly needs quicker stop/starts and better acceleration, but most assuredly an NHL team or two will consider selecting him and letting him develop further."
17,2016,Dante Fabbro,"An average framed prospect with a terrific all-around game. His bread and butter is strong feet and four-direction mobility coupled with high hockey IQ puck skills. Poised mailman who doesn’t seem to feel pressure and easily eludes forecheckers. Slick defender whose PP QB skills are excellent. Very creative with the puck on the attack and a very strong skater who can spin off pressure. Has great vision and can thread the needle on the long home run break-outs. Can find the seam and put the puck up ice in transition with regularity. His feet and puck skills help him break up passes, and be an excellent penalty killer. Very confident and fluid in all three zones."
22,2016,German Rubtsov,"Complete two-way performer with excellent size, skill and skating ability. His performance in the World Junior Challenge may have cemented his first round status. In that mid December tourney he seemed to single-handedly take apart the U.S. entry in all outcomes and all phases with his domination. Plays like it is his last game ever. Has really good size and East-West mobility which he uses in puck pursuit to get it back and get things going again. This big strong horse can force defenders backward and his ability to play strong on the puck has him holding it while teammates are able to find the soft spots. Opposing players tried to knock him off the puck but he keeps control and eventually goes to the net. If the seam closes, he with keep moving in possession until a teammate’s chance opens up. Walks out of the corners in control and hungry. Yet is difficult to project where Russian who are not playing in North America are slotted by the NHL staffs. 	Forward Denis Gurianov and goaler Ilya Samsonov went early in the first, but no other Russian went to mid-third round. It might be safe to say Rubtsov goes somewhere later than Samsonov and before the third round."
16,2016,Jacob Chychrun,"Each player that was granted early entrance exceptional status into Canadian junior leagues is heaped with platitudes and criticized through strong microscopes. Continue up the ladder to the NHL takes a larger developmental commitment for a defensive  prospect than a forward. The son of former NHL player, Jeff, plays with a calm demeanor, good feet, lateral agility and physicality. An elite defensive prospect with a tremendous package of talent. Already physically developed, he is a terrific skater with a separation gear, and a hard cutting stride and  a skating base that lets him protect the puck.  Possesses a strong wrist shot and is able to stickhandle with precision and accuracy through traffic. He is polished two way player with good feet, strong skills but needs to continue to hone the defensive side of his game. Already plays with an edge. With physicality in place he needs to continue maturing in his positional play. It will determine if he evolves to a impact pro or simply a good one. His puck smarts and passing ability see him as a future NHL PP guy too."
14,2016,Charles McAvoy,"Young Boston U. defender whose past USNTDP Juniors resume might typecast his as push the pace offenseman. But he shows smarts, good decisions and consistent defensive game as well. A thick six footer (still growing) with a muscular frame that handles the older college opponents well. Displays quick feet and excellent decision-making and assertiveness on his touches. Processes and acts . Smart without the puck. Ties attackers on the wall, and displays good positioning. In transition he makes the quick first pass and and stays with the play sometimes joining into the rush. Can handle the PP QB role. Has a strong hard shot. Distributes the puck well and has heavy shot. Still needs improvement in footwork; gets into trouble when he is unable to pivot and move backward on opponent’s when they are making a push into his defensive zone. Injuries to the BU veteran defensive core called for him to get an early baptism with significant playing time in key situations. Still a work in progress, and needs to improve his puck decisions and tone down his riverboat gambler style of playing the back end. Despite the warts his potential has the 18 year old is rising up the draft lists."
13,2016,Jake Bean,"One of the youngest players in the class. Might be the best puck distributor in the class of defenseman. Coupled with his nice long skating stride and great edging, he can gain separation with stops and starts, but alway thinking far ahead with where he is making a play with the puck. His great passing gets him out of trouble in his own end. Sees a lane open and gets the puck to his man."
10,2016,Tyson Jost,"Shifty centre with impressive feet and stickhandling ability. Can stickhandle in a phonebooth. A team leader who on the ice and in the room. Great vision and recognition in the offensive end, so he spreads away from teammates and then pinpoint passes to their sticks on the give and go. A terrific finisher with a great shot.  Disciplined worker hin his own zone. Wins puck battles and turns them into chances. He knows where to place himself so that the puck can find him. Makes his teammates better. Not the finished product and needs more lower body strength and muscle. He has committed to the University of North Dakota."
